x,y_predito,sentimento
A equipe do IFMA ( Instituto Federal do Maranhão) campus Coelho Neto  partiu na última sexta-feira () para participar da Copa do Mundo de Robótica  realizado na Alemanha.  Conquistaram o primeiro lugar em duas categorias: Missão Impossível e Cliff Hanger (Sumô).   co/JuYPEkGvJ,2,positive
Minha amiga de trabalho  pertinho de fazer  anos  uma guerreirinha  passou no IFPI.    eu tou só alegria pela minha pequena! Bichinha já chorou taaaanto!! 😭😭😭😭,2,positive
 essa mamata do IFRR é boa né,2,positive
. .  Cevallos defendeu  a LDU é campeã da América👍,2,positive
Eita como sente sdds do iff😭  co/efIOlzEC,2,positive
Eh inacreditável diogo ter sido o PRIMEIRO menino q eu achei bonito no iff e hoje ele ser meu namorado,2,positive
 vc q  anos ta ai sendo linda a escritora estudando no ifal sendo inteligente e bonita quer mais oq,2,positive
caralho passei no ifpi AAAA 🥹🥹🥹,2,positive
 Perfeito,2,positive
esse concurso do ifrj esta me seduzindo acho que vou me arriscar dnv,2,positive
Feliz demais que passei pra faculdade de Arquitetura e Urbanismo no IFF 🙌🏽🙏,2,positive
leona*do ganhou pq foi boa pessoa no ifma e esses % de diferença foram dos alunos de lá.  inclusive votei nele por isso.,2,positive
minha filha vai estudar no ifal p/ construir caráter,2,positive
 não esperava menos do monitor mais pica do ifsul!!! muito orgulho de ti willl🫶🏻🫶🏻,2,positive
Agora seja o que Deus quiser.  Oficialmente matriculado no IFMA  Eng.  Mecânica.,2,positive
toda vez que eu lembro que já fiz metade do ifes eu fico muito muito feliz,2,positive
sdd das amigas do ifsc mas não do ifsc,2,positive
 obrigando nicolly  a melhor aluna é programadora do ifsul  genia demais 🫶🏻🫶🏻,2,positive
  Aquele nosso último truco no ifsc foi lendário cuzao,2,positive
Meu coordenador falou que p perfil que eu cuido é o melhor de todos os nit do ifmg 😭✨🤏🏾,2,positive
Quase td manhã eu vou até a portaria pra ver o urso (gatinho do ifal)  e tds as vezes ele me leva até o potinho de ração dele…qnd isso acontecia  eu achava que ele queria ração  mas na vdd ele ama aqueles sachês e tava me pedindo era isso (Eronilma me disse qnd falei pra ela). 😍,2,positive
Reclamo da minha turma  mas são os mais bem educados e inteligentes do ifal 🥰,2,positive
a pessoa tá correta   dessas foram top  no IFPI (e save your tears # assim como blinding lights no ano anterior),2,positive
 e esse é o melhor técnico de informática do ifsul  senhoras e senhores:,2,positive
de todos os uniformes de if que eu já vi o mais bonito sem sombra de duvidas é o do iftm campus patrocínio,2,positive
deve que vai tá todo mundo super arrumado na festa do IFES e eu de calça de pijama,2,positive
do iff todo eu só tô sentindo saudade mesmo é da feia,2,positive
"Neste sábado    a Augusta e Respeitável Loja Simbólica ""Acácia do Cariri"" n°    promoveu o IV Simpósio Maçônico.  O encontro aconteceu nas dependências do IFPB em Monteiro.  Usaram da palavra como facilitadores a cunhada Midiam Silva e os Irmãos Almir Oliveira e Luis Carlos.",2,positive
 Eu n tô n 💪🏻💪🏻💪🏻 mas tô sentindo falta dos tts do ifal 😔,2,positive
Tal hora de um sábado e eu de zap zap com a  professora de análise do discurso do ifal  ela me convidou pra assistir uma aula dela.  Estou lisonjeada.,2,positive
uma das principais coisas q aprendi no ifba é q existe uma diferença GRITANTE entre o professor q é professor pq tem licenciatura e o professor q é professor pq ele é muito bom na área de atuação dele,2,positive
 Você acabou de me dar uma ideia incrível,2,positive
 Ele é literalmente o diabo tô com muita saudades do meu gatinho,2,positive
que sdd eu tava do ifes,2,positive
Sim eu tô num novo capítulo onde eu não sofro todo dia mais  eu tô num capitulo onde tudo oq eu lutei e batalhei tanto finalmente chegou sério como eu tô feliz  co/cOpLGRUXix,2,positive
ela passou em teatro no iff campus centro agr nesse segundo semestre,2,positive
Estava lembrando aqui. . .  Em julho de   ou seja  há vinte anos estava fazendo a minha matrícula no IFES.  Estava realizando um sonho meu e do meu pai.   Eu era jovem e estava cheio de expectativa e lá eu vivi minha melhor fase de estudante.,2,positive
Eletro II é a materia mais gostosa de calculo de eletro do ifba  isso depois de eletro I que é a base né,2,positive
#Chapada: Equipes do IFBA de Jacobina são as melhores da Bahia e Nordeste na ONHB  co/nMxTFuLER,2,positive
#Chapada: Equipes do IFBA de Jacobina são as melhores da Bahia e Nordeste na ONHB  co/YuwOvmO,2,positive
 Eu fiz eletrotécnica no IFSC depois de concluir o Ensino Médio e foi muito bom.  Ensino médio técnico deve ser de boa  aproveitem enquanto são novos pq trabalhar e estudar é só pros fortes.,2,positive
  to fazendo bolsa lá no iff e ganhando um salário merda  mas to bem,2,positive
 Caralho que foda se quiser me colocar eu aceito,2,positive
 Tá ótimo  a minha tá no ifes e não vendi nada….,2,positive
sddssss do ensino médio quando eu ganhava auxílio do ifap e vivia no cinema 🥹,2,positive
  Fiz o técnico e agora to fazendo superior lá no IF.  Se vc não estudar  não passa.  Ainda mais se o técnico que vc escolher tiver cálculo.  E por ser federal a estrutura é bem melhor que um colégio estadual  ao menos no IFSul é.,2,positive
achei um site que encontra todas suas informações na Internet e descobri que passei em Gestão pública no IFB e em biologia no IFSP que babado,2,positive
Eu agradeço tanto  mas tanto  mas tanto por ter feito ensino médio no IFES,2,positive
CARALHO IRMÃO  PASSEI EM GESTÃO PÚBLICA NO IFB VTNC TÔ FELIZ PRA KRALHO,2,positive
 Já pode garantir uma vaga na NFL,2,positive
digo e com razão que esse Real x Milan deveria ter sido a final da última Champions (todo fã de futebol pede uma final de Champions com esses dois times) #ClássicosNaTNTSports,2,positive
passiva-agressiva mais gente boa do IFSC ksksksk  e de algum jeito é um amorzinho,2,positive
 Arte é a melhor coisa do mundo depois de música,2,positive
eu tô com tanta sdds do pessoal do iff,2,positive
Eu atesto que isso é verdade.  Foram  longos anos no IFPA. . .,2,positive
semana passada foi descanso   essa eh puro foco pra já voltar no ritmo que eu não deveria ter perdido de estudos do ifba e Enem,2,positive
Vou transar pra chegar no ifb bonita e arrumar meu namorado,2,positive
aquele clima delicioso no ifal aquela energia boa (até o brasil perder ne) nossa senhora que saudades,2,positive
amanhã volto pra bomba do ifsc e eu nao to preparada,2,positive
Vou procurar uma feiticeira  fazer uma quizumba pra te derrubar  - eu e Duda nos corredores do iff olhando uma pra cara da outra e puxando um sambinha mais icônico que o outro.  Amo e estou com saudade,2,positive
quando flowers for # no ifpi vai ser lindo  co/ifqmxyugVt,2,positive
Ainda temos um longo caminho a percorrer  mas ver a copa feminina sendo transmitida em massa é gostoso demais.  Lembro de estar no IFBA alguns anos atrás falando sobre isso e esse era um sonho tão distante  que é difícil acreditar estamos conquistando nosso espaço,2,positive
O Cazé botando quase  milhão na live do jogo  o cara é um herói nacional,2,positive
Macley a melhor e maior do ifs  acima de tudo e todos  co/biDTUlM,2,positive
quero mt passar no ifes mas eu não tô me esforçando kk,2,positive
TO MATRICULADA NO IFES PORRA,2,positive
Hoje está acontecendo a visita do  e do Ministro da Educação .   Foi assinado neste dia  a desapropriação da antiga fábrica da Tuffy  onde será construída a Unidade do IFRJ no Complexo do Alemão.   VITÓRIA DO PLANO POPULAR DO CPX DO ALEMÃO!  co/JRXrWBwa,2,positive
Nunca achei que diria isso mas tô com saudade do ifma,2,positive
Lindo de mais,2,positive
saudades do iff e dos meus amigos 😭😭😭,2,positive
 As camisas do IFSC são bonitas em,2,positive
O prof buriti do IFPB  conseguiu me ensinar só  coisa: beber água corretamente depois de qualquer exercício físico.  Obrigado professor,2,positive
as vezes bate uma sdd do ifal,2,positive
A felicidade no rosto é porque o Complexo do Alemão vai ter um IFRJ! O Ministro  e o prefeito  assinaram hoje a desapropriação do terreno do futuro campus.  E vamos ter GET no Alemão pra preparar nossa garotada do CPX pra passar no IFRJ!   co/afPYVaatRC,2,positive
Metodologia Participativa transversal com muita troca diálogo  uma sistematização boa.  E agora uma das praticas e o início da construção do IFRJ  uma política importante para o avanço na educação.    Sou muito fã  que todas as metas desenvolvidas sejam realizadas.  ♥️,2,positive
Tô muito feliz com a construção de um campus da IFRJ no CPX.  Minha filha é aluna do IFRJ de São Cristóvão  sei que o ensino é excelente.  A educação se fazendo presente em territórios potentes  cheios de gente afim de aprender.  Isso é política pública de inclusão social.  Golaço!,2,positive
orgulho do meu namorado estudando no ifsc 🤧,2,positive
Aprovada no IFSC e na UDESC 🥳,2,positive
Adotei um gato de um ano e meio o nome dele é Jerody  ele morava no IFMA e faz uma semana que ele está lá em casa e parece que nunca foi de situação de “rua”.  Ele está super a vontade 😍😍  co/reTkuEAqSG,2,positive
Nunca fiquei tão feliz com uma notícia do ifam 🥳🥳🥳🥳  co/crWJZFXQv,2,positive
É importante demais a escola boa ir até onde o povo que mais precisa está.  Essa notícia sobre campus novo do ifrj é boa demais.,2,positive
MEC lançou hoje  oficialmente  o selo em comemoração aos  anos de IF’s.  Como ex aluno do curso técnico em Informática e da Licenciatura em Matemática pelo IF Sudeste de MG e  atual docente DE do IFAP  fico emocionado ao ver que a história dos IF’s mudou a minha história 💚❤️.   co/ORkFOkyIDP,2,positive
técnico em eletrônica mais inteligente do ifb,2,positive
Como estudante do IFCE  tô nessa vibe!,2,positive
quero estudar no ifg prometo que vou ser uma aluna dedicada nos estudos e nunca mais tiro  em matemática prometo de dedinho    co/PHcSVUIBgt,2,positive
A notícia que em breve existirá um campus do ifrj no cpx me deixou muito feliz pqp,2,positive
Agradeço  de coração a todos vocês por esta presenta em mais uma inauguração para  o nosso Instituto Federal de Brasília – IFB principalmente a gestão da  professora e Reitora do IFB Reitora Luciana que termina seu grande mandato agora no dia  de agosto.    co/THRGIIs,2,positive
#Chapada: Equipes do IFBA de Jacobina são as melhores da Bahia e Nordeste na ONHB  co/YuwOvmO,2,positive
A vista de uma das salas de aula do IFSC São Carlos.  Que privilégio poder trabalhar aqui  🥺  co/gZfSWSfc,2,positive
Foi muito feliz a notícia de construção de um campus do IFRJ no complexo do alemão no Rio.  Os IFs atendem regionalmente e pensam territorialmente.  Uma população maior do que a de muitas cidades onde essa política já ocorre será atendida.  Que prospere!,2,positive
⚽ Jogadora da Seleção Brasileira feminina de futebol é egressa do IFBA.  A atacante Ludmila  que marcou um dos gols na vitória sobre o Panamá  estudou no Instituto Federal da Bahia e se formou em técnica em informática.  #Ludmila #IFBA,2,positive
Meu irmão começou no IFSC hj e só me fez relembrar o meu tempo kkkk tempo bom que não volta mais,2,positive
Este episódio apresenta o estudante Felipe Carvalho  premiado na Genius Olimpyad  feira realizada nos Estados Unidos.  O jovem é aluno do curso Técnico Integrado em Aquicultura  do campus de Acaraú do IFCE.    🔗  co/CIaPCicKc 🔗  #podcast #ifcenoar  co/hOJNcrBrSf,2,positive
🌐O IFB acaba de lançar a sua Escola Virtual! A ação fortalece a Educação a Distância no IFB  buscando institucionalização e maior participação dos campi.  Oferecendo cursos abertos  ela projeta o IFB para a comunidade local e nacional. 📚 👉Confira:  co/VkwtoIm  co/gReWQyiq,2,positive
 Excelente! Como ex-aluno do IFRJ  garanto que será um grande avanço para todos os níveis educacionais atendidos.  E precisando  já tem eu aqui pra dar aulas de educação física heim  Alo prefeito    só vem!,2,positive
Estudantes do Ifac Cruzeiro do Sul estão na final da Olimpíada Nacional de História do Brasil  co/xZhpmXfFvh,2,positive
José Eleuterio  aluno do Curso Técnico Integrado em Eletrotécnica do IFCE - Juazeiro do Norte  conquistou a medalha de prata no YPT  - a Copa do Mundo de Jovens Físicos  no Paquistão! 🥈  👏👏👏👏👋👏👏👏👏  co/noYDDnEsT,2,positive
Se eu estivesse fazendo meio ambiente no ifsc eu ia estar mais feliz  tesao em estudar de graça,2,positive
EU CONSEGUI! Eu reuni a rapaziada do ifsc pra jogar um amistoso Quem quiser ir ver os ifscboys de volta em quadra quinta-feira : no ifsc,2,positive
Minha vida era MUITO melhor quando eu estava no ifes😭 sdds,2,positive
te amo muito darcy seríamos muito bffs se você tivesse estudado no ifrn natal central entre - etc,2,positive
só qria ter foco pra conseguir fzr as aulas do iff,2,positive
Parceria entre Ismael Crispin e senador Confúcio Moura em prol do IFRO  fortalece educação e esporte de municípios  co/BLHemj,2,positive
EU RECEBI O MEU AUXÍLIO DO IFMA!!! pensei que esse dia nunca ia chegar,2,positive
as histórias da layssa sobre o povo do ifal fica cada vez mais interessante,2,positive
eu tenho certeza absoluta de que a ritinha faz isso no ifg,2,positive
Eu já passei em  federais em  ano e  meses   passei em química ano passado IFBA passei em Eng.  Agrícola e Ambiental Sisu  UFMG (tô fazendo) passei em Eng.  Ambiental no IFBA em Vitória da Conquista Sisu  no início desse ano E agr passei em Engenharia Elétrica no Sisu  IFBA,2,positive
fico tão orgulhosa da minha amiga ana estudando no tal do ifsc,2,positive
eu te acho uma querida  sério  tu exala uma energia muito boa  não te imagino fazendo o mal a ninguém e é uma das minhas sáficas preferidas do ifba,2,positive
Começo amanha no ifsc nao to preparada ainda 😔,2,positive
saudade de uma coisa que aconteceu lá no ifc campus blumenau. . . 💭💭💭💭,2,positive
daniel meu único amigo no ifsc (isso n eh uma conquista),2,positive
amo a vibe dos meus amigos no ifsc,2,positive
 o cara nao entendeu que volei nao é diversão no ifsul,2,positive
Adorava ficar altas horas conversando sobre muitos nadas com você e seu grupinho no IFF  saudades aliás  Quando vier turistar me fala tô precisando também,2,positive
!!! no ifes então  os cara estão DANDO vaga  literalmente.  tem edital que você coloca seu nome  seu gmail e só.  a vaga é sua.,2,positive
O laço de amizade que eu criei no IFRJ  pqp  serei eternamente grata por essas meninas na minha vida 🤧🤧 Não importa se a gnt só se encontra x no ano ou x  é sempre adorável estar e ouvir elas,2,positive
depois de  ano  ontem fui pegar meu diploma no iff  que saudade daquele lugar 🤧,2,positive
Enquanto estou no IFRR. .  O filho firme e forte na academia.   ❤️  co/fsfKzVEyc,2,positive
