polarity,text
1,"@tombombadil1954 @evandro_castiel @rochanathaniel @gabrielbcor tem de um ou outro de escola pública. no caso, todos de colégios militares (estaduais e federal) e do instituto federal. tbm tem vários que fazem cursinho com bolsa, mas foram formados na escola pública."
0,@jihoonzinhos pelo menos n eh instituto federal
1,"@mec_comunicacao bom dia. meu filho estuda no instituto federal de rondônia, o instituto me informou que ele não entrar na sala de aula se ele não se vacinar contra covid. pode isso?"
2,instituto federal catarinense  escrito no meu currículo https://t.co/mvcbgeqd62
1,deus coloque um concurso do instituto federal ou eu vou fazer o esfcex derrepente a ideia de ser milico se tornou uma possibilidade (salário 10.000)
1,estudar em instituto federal be like https://t.co/w24sjngqiy
0,meu deus instituto federal se vc me der ead dnv eu cometo um crime não mereço isso não mereço
2,"aquele porra passo no instituto federal, to mo feliz por ele"
0,como eu odeio o instituto federal de pernambuco aka ifpe puta que pariu
1,@psychdrum so se tu começar a ir no instituto federal de educaçao ciencia e tecnologia sul riograndense campus sapiranga no turno da manha
1,puts o meu seria um campus da federal é gente de ti é gente de inglês gente de letras português gente do instituto de mecatrônica https://t.co/5ujynfceaw
1,"@profalijaha oq tens a dizer, caro ali mohamad, sobre a postura do instituto federal de isolar 100% da classe após o resultado positivo de um único aluno?? disserte, por favor"
0,"@mribeiromec ministro, voce sabia que o ifap (instituto federal do amapa) baixou a resolucao 78/2021, obrigando os alunos a apresentarem comprovante vacinal? detalhe um dia depois do seu despacho que proibia as instituicoes fed a cobrar isso. achei afrontoso!"
1,vou fazer um pra passar no instituto federal https://t.co/gjqkf3qy5b
0,"@drpaulofaria22 e foi uma baita entrevista! no meu caso, estou sendo coagido a me vacinar ou não poderei frequentar as aulas no instituto federal no qual sou matriculado. muito obrigado pelas excelentes orientações!"
0,"@fabiormm @sf_moro tô tentando não. tô só dizendo que parece que um instituto não pode ter 34 milhões em 6 anos e outros podem. porque aqui é assim. e 34 milhões vocês falam como se fosse um absurdo de dinheiro para um instituto. cadê a receita federal, o mpf fazendo o mesmo julgamento que vc aqui?"
0,"me sentido perdida sem saber se terei aula presencial, se vou ter que comprar material escolar... que bagunça hein instituto federal"
1,resolvido  sexo está liberado  só poderá ser proibido com liberação da justiça federal do instituto sexoglobal https://t.co/sqopqchfry
1,"@yusudime ata, é pq instituto federal também é pra formação profissional e tem processo seletivo"
1,"@yusudime amg, vc estudou em instituto federal?"
1,4: também sou ifiana (estudante de instituto federal) 5: tem várias músicas dele que eu canto em espanhol.    + bônus: sou viciada em espanhol e tem certas músicas dele que são tão facéis de traduzir e eu acabo encaixando tudo sem fazer perder o sentido.
1,"meu irmão que ta no instituto federal e vai ter aula das 7:30 as 18:00, cada um com seus problemas né"
1,"@taoquei1 a questão é se os gov e pref vão repassar esse reajuste aos servidores. muita gente fala um monte de merda e não entendi poha nenhuma, como se saalário de prof q trabalha naquele município mais pobrezinho,escola sucateada, fosse igual ao prof de um instituto ou univ federal.aff"
1,@eijirostuff é (if) de instituto federal.  e não (uf) de unidade federal.
1,e tem outro! e os desenhos ficam parecendo logo do instituto federal rs  021 (4/6) @meuletrecoí jogue agora em https://t.co/wazvte7nyz
0,odeio ver emprego pra coisa de audio visual porque a merda do instituto federal de são miguel paulista não me ensinou porra nenhuma com aquela grade mequetrefe e aqueles professores irresponsáveis que não ensinaram nem metade da grade que ja era uma merda
1,@otobertoneto realmente o instituto federal é uma das escolas já criadas
1,"@otobertoneto sim, com certeza o instituto federal é uma das escolas existentes!!"
0,desde q passei na prova do if e nao pude ir falar dele tem sido um gatilho  mim pfv nao cite o instituto federal na minha frente posso começar a chorar
0,"se você pensa em fazer ensino médio em instituto federal, uma dica: não faça"
1,"@igcazz eu estudo num instituto federal e tudo o mais, mas preciso mudar pra ead por questões de trabalho (e eu trabalho com turismo, então não tenho um horário muito fixo e minhas folgas variam bastante)   to entre estacio, uniamerica (que foi comprada pelo descomplica kk) e anhanguera"
1,rt @toriakarol: 5 curiosidades sobre mim  1. eu estudo no if 2. sou estudante de federal 3. if eh o meu paá­s  4. instituto federal eh a minha escola  5. sem saúde mental pois estudo no if
0,@missedbones eu tava prestando etec e instituto federal nao fiquei nem perto de passar em nenhum pois é vou me formar na escpla de freira mesmo   nao tem como olha a merda
1,@cncowonder curso mineração num instituto federal
1,5 curiosidades sobre mim  1. eu estudo no if 2. sou estudante de federal 3. if eh o meu paá­s  4. instituto federal eh a minha escola  5. sem saúde mental pois estudo no if
0,queria: ser feliz obstáculo: estudo em instituto federal https://t.co/jabw9d2ge9
1,@lahspop então amg kkkkkkkkk um instituto federal
0,vai se foder instituto federal da bahia
2,"e o gatinho aqui que passou no instituto federal do ceará, hit demais pqp https://t.co/pcsgnjafp0"
1,"se não vacinará, também não estudará  próximo   by instituto federal"
1,acho que é pública mas é instituto federal https://t.co/wkw6kw0sdy
1,@elizzandra_ amiga essa sua foto de formatura me lembrou muito as fotos de formatura feitas no instituto federal de santa rosa do sul
1,eu acho por exemplo o instituto federal de qualquer lugar do país não deveria haver seleção é um lugar público mantido pelo governo  pelo povo todos que quisesse e tivesse o nível escolar e quisesse estudar ali deveria estudar .
0,"@miguelnicolelis não só as crianças, professor. trabalho em um instituto federal e o número de servidores contaminados antes do início das aulas é alarmante!!!"
0,ja to coisando com o instituto federal qm dirá senai
1,amo fofocas do instituto federal do parana campos assis chateaubriand
0,no instituto federal vc entra burro e sai com depressão
0,a gente já sabe que vc estuda no instituto federal do espírito santo campus linhares não precisa postar uma foto toda vez que vc vai alá porra
1,"@kidzastr_e @euliliankelly @pedrocertezas muito diferente daqui. aqui tem a faetec (escola técnica), ciep (estadual), iff (instituto federal fluminense) e o site com as notas só tem na federal, que é a que eu tô agora, mas a gente chama de acadêmico"
0,3- quando eu estava no sexto ano meu sonho era entrar no instituto federal e agora que tô no ensino médio e entrei eu quero e vou sair porque não gostei do técnico  4- eu amo roedores e tenho três ratas.   5- faço aulas de músicas e tô aprendendo a tocar violino e realmente gosto
0,vai toma no cu instituto federal vai se fodeeeeeedd
2,"fui aprovada no if, oficialmente uma aluna do instituto federal"
0,o que é que o instituto federal tem contra estudantes plmds
0,pessoas do tenho dó de qm ta entrando no ensino médio agr tendo q estudar das 7 até 1h da tarde
0,"instituto federal, volte as aulas presenciais, seus alunos que você tanto ama estão morrendo, por favor, ninguém aguenta mais ouvir a professora de química pelo computador"
2,"ifrsp = amo que daqui a pouco sai a portaria que a ufam vai se chamar ufram, universidade federal remota do amazonas"
1,"@vminslune ahh sei, tipo um instituto federal?? a minha era só estadual mesmo"
1,@leidians achou que seria fácil estudar no melhor instituto federal do país??
1,@alessandrafalk @smokeflame22 @hyllley em um instituto federal aqui do estado.
2,"@lucianahn ce sabia que agora tem um instituto federal alá? tem gastronomia e hotelaria, e hotel escola com restaurante bem bonzão"
1,5 fatos sobre mands louismdore - eu trabalho  - tenho uma sobrinha linda mwah - quase morri soterrada quando era bebê  - já passei no instituto federal mas desisti pq não me identifiquei com o curso  - meu sonho é fazer biomedicina
0,vsf instituto federal espero que uma bomba exploda nessa escola
2,sou o mais novo estudante do instituto federal do mato grosso do sul
1,"@biuandgrey ifmg é aqueles instituto federal amg, vc faz o ensino médio normal mais um curso técnico"
2,comecei um curso de literatura no instituto federal
2,se não passar no if posso falar q estudo na escola mais antiga de slz e com a melhor educação e festas. e se passar eu só preciso dizer q estudo em um instituto federal e cursando química q vou parecer muito fodakaraoke
0,"@otempo enquanto isso, o governo federal corta mais uma vez verbas do instituto... "
0,por favor socorro o instituto federal pirituba sp novamente não irão fazer aula presencial preciso de ajuda para denunciar essa covardia que estão fazendo com os estudantes
0,eu não aguento mais o instituto federal em ead eu não aguento mais o ensino médio eu não aguento mais desenvolvimento de sistemas eu não aguento mais  *chorando e arrancando os cabelos desesperada*
0,preciso de ajuda o instituto federal pirituba sp não irá realizar as aulas presenciais novamente esses professores todos vacinados não querem trabalhar e estão prejudicandoinha filha. vagabundos quero denunciar no ministério público isso
0,"eu odeio o instituto federal e odeio essa merda de pandemia, que inferno"
1,"@paulogfbpa instituto federal catarinense, é uma escola voltada em agronomia e pecuária"
0,eu quero q o instituto federal enfie essa etapa 1 no cu e exploda essa merda caralhooooooooo que escola fudida mano
1,"@n1colers eu comecei o curso técnico do instituto federal de sp era bem bom, mas larguei pra me dedicar melhor aos estudos sem me preocupar com provas e atividades e aulas etc. mas vou começar facul depois que aprender melhor a trabalhar. mas vai de cada um"
1,"@pjitinys eu estudava em um instituto federal e nele fazia curso técnico em administração, pra vc completar o curso tem q fazer um estágio e depois apresentar o que vc fez pra uma banca e pra turmas calouras pra eles terem uma ideia, e eu sou mt tímida ent no dia e eu fui apresentar +"
1,"meu cronograma 2021 está quase pronto, só falta eu descobrir se entrei no instituto federal ou não"
1,"rt @mafebsi: a partir de hoje, por favor, não me dirigir a palavra pra falar do - instituto federal do piauá­ - por razão nenhuma. agora só"
0,"mano o if??? mds eu cansei, paciência tem limite ta instituto federal https://t.co/q7b5tyhcxf"
2,"eu passei, oficialmente aluna do instituto federal mozamores/"
0,"a partir de hoje, por favor, não me dirigir a palavra pra falar do - instituto federal do piauá­ - por razão nenhuma. agora só em março."
2,eu passei em segundo lugar no instituto federal para administração
1,"@sirtalls ah, instituto federal... te entendo, amigo, este ano vai ser corrido pra mim tbm, além da escola, quero trampar, fazer academia, jogar rpg com os amigos e namorar  olha minhas notas abaixando e eu: https://t.co/gg44azhkil"
0,"@conco_igor kkkkkkkk não kkkkkkkkkkkkkkkk.  o instituto federal onde eu estudo, é muita coisa. tenho pouco tempo pra fazer oq eu gosto."
2,e passei pro instituto federal de santos dumont
1,@kingkaua7 @zayhcrf escola federal. if(instituto federal). alá tem ensino médio e faculdade. é como se fosse uma universidade
1,@dreamsoffroes é um instituto federal amg
2,@loveforsofya é um instituto federal muito importante no brasil 
1,instituto federal de goiás minha vida está em suas mãos! preciso formar
0,depois de três anos no instituto federal lamento muito por todos os meus colegas que ainda não perceberam que tem uma parcela considerável de professor que tá pouco se fodendo para eles. tem umas raivas que sequer valem o desgaste de sentir o cara tá ali recebendo saalário
0,obrigada instituto federal por tentar me fazer acreditar todos os dias o quanto sou incapaz e gerar tanta comparação dentro da sala de aula 
2,saí do aluguei... comprei carro... fiz duas formações acadêmicas e uma pós-graduação. meus filhos tiveram acesso ao instituto federal... o que sei e o que tenho é legado de quem governou para os pobres. #lula2022 #lulapresidente13 https://t.co/yayp2caojs
1,@tacamare parece a logo do instituto federal
2,minha mais velha foi chamada no ifc!!! vai cursar o ensino médio no instituto federal! :)
1,@edgardaires vi estes quadradinhos e achei que eram pessoas que passaram ou homenageram o instituto federal 
0,so tenho amigo burro e nenhum passou pro instituto federal
0,@xablous o instituto federal quer transar com um personagem 
2,@autorascarlett espero ser chamada no instituto federal porque eles nunca voltaram com o presencial
2,"@crisvector eu conseguir fazer curso pré vestibular gratuito, me formar em instituto federal graças á s ampliações de vagas no governo lula e hj vivo da profissão que me formei nesse instituto. só isso."
1,"me lembrei do dia em que me tiraram do grupo federal do instituto federal por eu tretar com geral alá, tava na call com o samjoestar e o arrombado fala; -eu também consegui esse mérito  não tem como eu superar o meu amor"
0,"ahhhh  foda-se o x ou y.  mas não seja desonesto.  fies prouni sisu ciência sem fronteiras pronatec instituto federal.  respeito vc enxergar somente oq lhe convém, a história tá ae pra ser estudada, não adianta querer refutar com balá balá balá ou achismo.  sua postura é lamentável."
2,"entrei e me formei na universidade pública em 4 anos (sem greves), estudei no exterior pela capes e ganhei experiência lecionando em instituto federal. ascendi profissional e economicamente mais do que antes e agora https://t.co/rp9z4ppdup"
1,"@yerimaionese rlx gata cara vc tá estudando no instituto federal, tá ótimo p currículo já, dps tenta entrar em alguma faculdade federal q cc consegue tbm conheçoo, só fiquei na dúvida msm kskkisjkdk"
1,"@fvsjin obrigada? não sei o que  falar sobre  sinto muito   ekjjkkkkkkkk é sério, não sei o que fazer e pode bater. é menina, conhece o if não? instituto federal, tô estudando na federal."
1,"@witchwalkers ahahhaa, foi a mesma coisa comigo. eu fiz o técnico em eletrotécnica no instituto federal da pará. normalmente como todos os tipos de pessoas se inscrevem para estudarem em escolas assim, são locais muito diversos e com uma variedade de gente +"
1,@jolteomnott @royalgeller o novo logo do instituto federal
1,@crisvector curso técnico gratuito no instituto federal e bolsa de intercâmbio pros eua.
1,@nanoquete eita. butantá  corre aqui (meu pai sempre falava que tinha que avisar o butantã se achasse cobrae na minha cabeça eles eram apenas um instituto federal de pesquisa de cobras no brasil
2,"@crisvector minha cidade no interior de minas passou a ter um instituto federal, e a população da região passou a ter possibilidade de ensino superior de qualidade gratuitamente."
1,"@sofiaespanha em pesquisas realizadas pelo iftc (instituto federal tirei do cu), os dados apontam que ninguém disse isso"
2,"o pt também acabou com a sua vida?  com a minha sim foi culpa do pt:criação polo universitário na cidade; incentivo ao ensino médio técnico através da criação do instituto federal nas cidades vizinhas; consolidação da pesquisa e exploração do pré-sal, e aumento royalties; https://t.co/w7s5bcdx68"
2,eh oficial estou matriculado no instituto federal de minas gerais
0,"concordo q é um aburdo voltarmos agora sem exigir vacina e pff2 100% d tempo em todos os alunos e professores.  porém, dou aula num instituto federal e devo dizer q a qualidade do ensino caiu 500% no regime remoto, pq é impossível avaliar o aluno ou exigir frequência nesse regime"
1,@thv___kth é o instituto federal https://t.co/oifpi4tpn5
2,o instituto federal é foda ta https://t.co/n3c9jdeokb
0,@drkteil @feijoadasim instituto federal da minha tromba
1,"@itshazzloueh estudo no instituto federal daí como as aulas aqui começaram mais tarde eu só vou terminar o primeiro do médio em março desse ano, então vou comprar material por lá só"
0,"@hugonbfarias @miguelnicolelis @ufpeoficial no instituto federal que eu trabalho vamos voltar presencial em fevereiro. ensino médio e superior, sendo que grande parte dos alunos se desloca de outras cidades da região. desesperador!"
0,"a distribuição de renda aqui segue essa  taça . a massa salarial é baixa. há estas informações. o que tornaria a cidade polo de alta tecnologia? não tem que ter fatec aqui. tem instituto federal e unifeb. onde há pesquisa, e isso faz diferença. uma fatec para a nossa região."
1,@gustavofrazao12 e assim júlia motiva cerca de meio milhão de alunos do instituto federal.
0,"4- em tempo recorde e sem comprovação científica a anvisa aprova a vacina para as crianças.  5- e o instituto butantan vende todas as 15 milhões de doses que estavam paradas para o governo federal.  confia, pura $iên$ia... "
1,"vou pro falam que começo de bbb tem clima de viagem do terceirão mas na real é um negação ainda mais amaldiçoado que é primeira semana de faculdade. amizades instantâneas feitas pela histeria de estar ali, todo mundo acha que vai ser feliz pra sempre, aquele fogo no rabo de expectativa"
0,"se alguém souber de algum lugar mais quente que o instituto federal de ibiruba me avisa que passo longo, bagulho é um forno kkk"
1,"@thiago13___ instituto federal, no caso da nossa idade seria pra um ensino médio e curso técnico"
2,muito bom que ela estuda no melhor instituto federal do país e se acha burra
0,pois eu me recuso a voltar pra esse instituto federal campus paranavai pra morrer de calor naquela sala
2,"que saudade da minha casa, o instituto federal de são paulo"
0,mereço tirar um ano de férias por tudo o que passei/estou passando naquele instituto federal
2,o instituto federal fazendo absolutamente tudo! https://t.co/6okqz5acgs
0,eu estou numa preguiça terrível de ir para o instituto federal de alagoas no dia de hj
1,"@izabellaargenta instituto federal de educação, ciência e tecnologia kkkkkkkkkkkkkkkkkkkkkkkkk"
1,ver instituto butantã desesperado pra vender as vachinas pro governo federal é simplesmente uma piada!!!! porque não exportam já que é tão boa assim? #bdsp @bomdiabrasil @jornaldarecord
1,"@gilbertogrando @biakicis que instituto é esse, gente? kkkkkk. procurei no google e não achei. deputada federal postar pesquisa fajuta em ano de campanha pode, @arthurlira_ ?"
0,"é aquilo né, tava feliz mas nada que um instituto federal não possa mudar"
0,não aguento mais o instituto federal. eu to simplesmente surtando só quero me formar
0,@portuga_d_njk realidade: instituto fumacinha federal
0,nadar nadar nadar e morrer na areia. obrigada instituto federal por 4 anos de e.m
0,"instituto federal só me decepciona, 1 dês de adiamento https://t.co/5mpf3ori1r"
1,"@kyedzp não entendi, porque amanhã vão sair gays de lá? (na verdade eu nem sei o que é o instituto federal, cuidado com o burro)"
2,"o if deu pra gente uma caixa de toddynho toddynho mesmo original to feliz demais pqp te amo instituto federal de educação, ciência e tecnologia do ceará te amo"
0,"como está sua saúde mental? bom eu faço um técnico no instituto federal em sapucaia, um estágio em novo hamburgo e moro em são leopoldo, resumindo não tenho :)"
1,é instituto federal de ensino médio gente kkkk não é faculdade
1,"@henrique26718 instituto federal de informática amg, ensino médio técnico"
1,"como eu iria saber que o instituto federal de educação, ciência e tecnologia ia terminar com sp e não mt"
0,instituto federal do vou desistir de tudo
0,krl eu odeio mt esse tal instituto federal do espirito santo
1,"aí a pessoa ver meus stories bebendo e fala que eu sou sem futuro. meu amor, enquanto eu posto isso, tô planejando minha mudança pra barreiras, minha viagem pra prestar vestibular, minha volta as aulas no instituto federal e cuidando do meu futuro, mas tudo no sigilo."
1,"@helenaesimon por nada! to com um sobrinho nessa mesma faixa etária que começou estudando sobre essa área no instituto federal, junto com o ensino médio. mas pra quem não tem como, dar uma conhecida de maneira gratuita primeiro serve muito pra saber se vai rolar identificação."
0,se eu me m a culpa é do instituto federal goiano campus urutai
1,joguei instituto federal de brasília #31 5/6 *  zerei
0,em que momento da minha vida eu realmente achei que entrar pro instituto federal seria uma coisa boa
2,"genteeee, eu passei no processo seletivo e agora vou estudar no instituto federal. tô feliz demais que finalmente consegui. o ruim é que por causa da pandemia as aulas lá estão bem atrasadas e só vão começar dia 28 de abril"
1,nao existe água gelada no instituto federal
1,@sbuiatt sou professor no instituto federal de goiás - ifg.
1,me chamaram pra apitar jogo de futsal no instituto federal eu to https://t.co/x2mylvrupx
0,"hoje eu ia tar indo pra aula, eu te odeio instituto federal e eu odeio mais ainda os professores."
2,amo ser aluna do instituto federal eu amo
0,"vamo instituto federal, bota um cropped reage e volta com as aulas presenciais"
1,@artxhinny mano eu olhando as regras do instituto federal q vou ir é bem assim
0,instituto federal do hoje eu me mato
1,"@hurtkoushi aaaa obrigada cici!! if é instituto federal hahaha, vou fazer ensino médio lá! feliz aniversário aliás!! "
0,se eu soubesse que passar de ano num instituto federal era tao dificil assim eu tinha feito curso pra ser agiota
0,caralho eu nao aguento mais essa porra dessa escola vai se fuder instituto federal de brasília pq vc n explode porra
0,"são quase 23 horas da noite, e aqui estou eu pesquisando empresas de mineração em goiânia enviando emails implorando por estagio, como é bom ser estudando do instituto federal"
1,"@valdecirdelecl1 instituto federal está exigindo! federal.. gente, federal!"
1,@guilhermezkkkj o instituto federal te espera guilherme
0,nenhum instituto federal nesse país pra abrir curso de libras gratuito igual o ifrs ano passadogiagia. q mundo é esse tao cruel q a gente vive
0,se decidirem mudar essa porra agora e não for decisão definitiva eu vou meter bala nos portões desse instituto federal de roraima campus boa vista
1,"@jackxlope não amor, if é instituto federal"
0,"o covid tentou me derrubar, mas esqueceu que os alunos do instituto federal já começam o dia no chão kkkkkk"
2,"eu sou tão boiolinha pela minha escola que toda vez que eu vejo a logo deles em qualquer lugar, fico com cara de boba apaixonada  instituto federal, não me decepcione"
1,acabou de publicar uma foto em instituto federal de são paulo campus - cubatao https://t.co/yqhgmbhhiz
0,"obrigada instituto federal, por acabar com a minha sanidade mental"
1,@i5hera é instituto federal (if) amg kkkkkkk
0,@utzmns feliz aniversario amigo tudo de bom sempre muita luz felicidade dinheiro e saude mental para aturar o instituto federal
0,instituto federal a pior organização e gestão de uma escola da história desse país é inacreditável
2,ai sou tao linda inteligente passei no instituto federal sou um poço de inteligencia nunca conheci ngm mais inteligente
1,"ensino religioso não é obrigatório na grade curricular, eu mesmo não tive quando estudei em um instituto federal."
1,acabou de publicar uma foto em instituto federal de são paulo campus - cubatao https://t.co/gbvz2j2h1d
1,"man, eu acordo 5:30 e vou trabalhar, volto pra casa 11:40, 12:20 tenho que parar na escola, só vou 7 horas da noite em casa, almoçando na escola e tomando o café no trabalho. ah, e por causa do trabalho eu tive que deixar de ir para o instituto federal que teria a mesma rotina+"
0,"@myangelstans não é pior que instituto federal que eu faço que vai ser aula toda manhã e tarde no ensino medio, acho que vou ficar a beira da loucura"
1,será que as instituto federal funcionarão para o sujeito indiciado no crime abaixo? https://t.co/jdkiwzxihb
0,instituto federal eu te desafio a me deixar ter vida social
1,"@zamenza meu padrasto é professor de libras e ele diz a mesma coisa, a irmã dele é surda e o marido dela também e eles não gostam de ser chamados de mudos, até porque eles conseguem emitir som pela boca sim. no instituto federal eu tive contato com pessoas que conseguiam ler lábios até"
0,"@anelimaaa4 amiga eu juro q eu não sei do que vc ta falando pq eu não tenho literalmente ninguém, acho q tô te trocando pelo instituto federal q tá sugando minhas energias e toda a vida do meu corpo"
0,agora engatilhou real porque djair era desse mesmo jeitinho meu deus o tanto de tortura psicológica que sofri naquele instituto federal https://t.co/wsegdh2l0n
1,@papahetttt obri no instituto federal amgg
2,"@maxx_aaaa chiqueee viu amg tive um professor que dava aula aí kkkk o if(ce) é o instituto federal, fica perto do benfica"
0,"eu tô pensando a mesma coisagia 6 anos num instituto federal, tudo sendo destruído,quem entrou depois de 2013 não vai ter aposentadoria integral (obrigado dilma) diante do cenário do br é muito confortável estar lá, mas a gente vai se acomodando mesmo. https://t.co/ifhuzlylgd"
1,@anaterezasilv10 federal. o instituto é federal. tem que ser o mpf
1,@jenlisadates eu q n conheço o tt comecei a usar pesquisando sobre o instituto federal de alagoas aí apareceu tu
2,que saudade dos meus 15 anos onde minha única preocupação era decidir se eu ia estudar na etec ou no instituto federal bons tempos da juventude
0,vou ter que fazer a prova pro instituto federal e nao swi de nada
0,instituto federal vc n paga c dinheiro mas paga c a alma irmao
2,"faculdade é inútil? instituto federal é inútil também? lembre-se que o pt estava no governo federal, mas o brasil é uma federação. a educação básica está c/ estados e municípios, cf. a constituição. lula transformou o fundeb em política de estado, assegurando seus investimentos."
1,@camplaisa po mas isso acontece cmg no instituto federal kkk
1,faço curso no instituto federal daqui há 3 anos e hoje foi a primeira vez que entrei no site deles pra ver minhas notas (só pq o curso acabou tbm https://t.co/4qi38chdwj
2,"se eu quiser mesmo sair daq agora tem só o ifam, e vamos de instituto federal nunca critiquei"
2,mentira galera mulheres é pq é instituto federal química é um amor
0,"virei escrava do instituto federal e minhas aulas só começam em março, to apostando que vou ter que estudar no dia 24 de dezembro pq olha"
0,@korqkiyo estudantes no if estão a 0 dias sem se estressar com o instituto federal. nosso recorde é de 0 dias
1,@_loperaa amiga não conta pro instituto federal
1,"eu estudo num instituto federal amg (if). aí como tmb é técnico, tem dias na semana que eu fico até mais tarde pra ir pros laboratórios "
0,vai toma no cu instituto federal do paraná inimigos do if 
0,"nn tem nem dois dias que me formei e meu pai só sabe falar em arranjar um emprego e entrar pra faculdade. mano?? eu acabei de me formar na porra de um instituto federal, me deixa respirar uma semana caralho"
0,esse instituto federal fica brincando com suicida podem cortar essa historia de outro periodo ead logo de agora seus arregao
0,"@carlazambelli38 tenho um exame laboratorial igual, mas mesmo assim o instituto federal de são paulo me ameaça com cortar o meu ponto diário e o respectivo pagamento, até me exonerar por abandono do trabalho."
1,quem assinar ganha um bombom https://t.co/acseeasn9f
0,eu amo o instituto federal  (mentira eu odeio) contém ironia ou n https://t.co/q3yv1nzadj
0,espumei horrores na live do querido instituto federal
0,@gothyunjn ksksksks nah nn vou perder meu tempo.  to estressado de mais estudando num instituto federal pra pensar nesse bosta
0,chuvinha perfeita pra atravessar a ponte amanhã meu deus eu odeio o instituto federal do espírito santo
0,meu deus que ódio do instituto federal só quero acabar essa merda logo nao aguento mais abril ta vindo de ré
1,@marcelamartins_ instituto federal amg
1,@studytete ah você estuda no instituto federal? ou faculdade?
0,como pode um instituto federal ser tão torturante
1,@saturngrlz amg não é instituto federal do rj maisnsisnssosjoskdo obrigadaaaaaa
0,instituto federal voce me deve muito
1,assinem essa porra https://t.co/kukpcsyvcs
1,@1baforo instituto federal do espirito santo
1,amo meu instituto federal mas odeio meu instituto federal
1,@ifskimbrly não amg em instituto federal
0,está aberta a temporada de caos no instituto federal fluminense
0,"gente preciso pedir apoio de vocês  eu estudo no ifsul e nosso campus está sem aula desde o inídœio da pandemia, e agora querem abrir uma greve contra a volta as aulas. quem puder assinar a petição contra a greve vai ajudar demais https://t.co/bun5isoaje"
0,"@whindersson os sonhos só aumentando hoje aumenta muito mais mãe solteira iniciei uma faculdade me deparei com uma terrível depressão, desistir estava cursando licenciatura em dança no instituto federal, sofria muito sempre sendo chacota pronomes de burra,sonsa e o que vc tá fazendo aqui"
0,não passei em física por 2 pontos instituto federal eu vou macetar você aguarde sentado
0,tenho dó dele mas ele é nao é qualificado o suficiente pra ser o professor de um instituto federal
2,"meu irmão passou no ifba!  instituto federal, ensino médio integrado, curso técnico em eletrônica!  estou muito feliz.  ensino federal tão apoiado no governo de @lulaoficial  e @dilmabr estou muito feliz! "
1,"@assig93 @honorisquase antes era a escola do mingaaal, hoje é instituto federal"
1,@p3terstark @sxsccp amg n é mbti é o nome da nossa escola kkkkkkk (instituto federal de são paulo)
1,"@bella_ciaon @sxsccp kkkkkkkkkkkk naao, é instituto federal de são paulo"
0,"eu finalmente me formei, não aguentava mais o instituto federal mas agora tô me acabando em lágrimas"
2,"o instituto federal tem vários cursos legais, gratuitos e com certificado. cada estado tem cursos diferentes. um dos mais completos (cursos de várias áreas) é o do rio grande do sul. https://t.co/cryikwgcob"
1,petição contra a greve de retorno as aulas no ifsul!!!   https://t.co/ldvdtsrqki
1,estudar em uma escola técnica no turno da manhã ou em uma escola regular no turno da tarde? instituto federal ou n? nem começou as aulas e já sinto q vou explodir
0,"@speechesbolso @ivansantoscons4 tive aula em instituto federal com professor usando broche lula livre. na formatura, outro professor paraninfo praticamente fez um discurso político e no final ergueu a mão para o alto e disse: mariele vive! tenso..."
1,manifestação contra a greve de retorno as aulas - assine a petição! https://t.co/pjxmc1ua9o via @change_br
1,@sailorsurto eu quero acreditar que é instituto federal de são carlos
0,meu sonho é nunca mais ter que pisar o pé no instituto federal do paraná e parece que a cada dia que passa o sonho está mais distante
1,https://t.co/tqng5b2ych abaixo assinado contra a greve do ifsul pelotas. assinem pfv!
1,quem assinar vai ganhar doce https://t.co/yev0ot42es
1,quase 1000 assinaturas vamo quererrr https://t.co/mrghhnobix
1,"gente preciso pedir apoio de vocês  eu estudo no ifsul e nosso campus está sem aula desde o início da pandemia, e agora querem abrir uma greve contra a volta as aulas. quem puder assinar a petição contra a greve vai ajudar demais https://t.co/bun5isoaje"
2,@peixoto_tha parabéns pra rainha mais rainha q já pisou no instituto federal de são paulo
1,"@crowstairs @juwellsy_ é o instituto federal amg, eles tem vários tipos de coisa vou citar oq meu campus tem: ensino médio integrado (com curso técnico em informática ou química), técnico subsequente (acho que é depois do ensino médio tu pode fazer), tem facul tbm. basicamente é isso"
1,"no começo achei que era o símbolo do instituto federal, mas quando até malala jogou, a curiosidade venceu. joguei https://t.co/vki7bevpvv #28 3/6 * "
0,prestes a sair na mão com o instituto federal
0,eu tenho +1 semana de paz antes de me jogar do 2° andar do instituto federal
1,quem são os bixos de biologia do instituto federal?
1,@aaaaaaa_mandy a nova logo do instituto federal
0,pprt fico pensando que eu seria uma pessoa muito mais livre e feliz se eu não tivesse estudado naquela merda de instituto federal
0,agora não pode reclamar do instituto federal e querer nosso ensino normal de novo
2,eita boba da peste meus amores eu amo uma formação nesse ensino médio integrado com curso de eletrônica no instituto federal de alagoas campus maceió localizado no centro
1,"ela: 18 anos,mora na casa da sogra,não trabalha,não faz nem um curso,o conteúdo dela no tik tok é eu, vive falando de mim eu: 17 anos,uns 8 certificados, faço curso técnico no instituto federal, sou mobilizadora em um projeto social, conselheira jovem do un1c*f. faça-me um favor"
2,entreguei mei relatório final!!!!!!!!  quase livre do instituto federal de alagoas ifal compus maceio curso técnico integrado em eletrônica!!!!!
